location,bedrooms,bath,size,price
"Taltola,Khilgaon,Dhaka",1,1,500,11
"NorthGoran,Goran,Khilgaon,Dhaka",3,2,1100,17
"BlockC,Section12,Mirpur,Dhaka",2,2,650,13
"JoarSahara,Dhaka",3,2,1100,21
"JoarSahara,Dhaka",3,2,1100,21
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,700,15
"BlockC,DhakaUddan,Mohammadpur,Dhaka",3,3,1150,16
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",3,3,1400,26
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,700,13
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,700,15
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,700,15
"Nadda,Dhaka",3,3,1200,22
"Nadda,Dhaka",3,3,1200,23
"Nadda,Dhaka",3,3,1200,23
"Nadda,Dhaka",3,3,1200,23
"Nadda,Dhaka",3,3,1200,23
"Nadda,Dhaka",3,3,1200,23
"Nadda,Dhaka",3,3,1200,23
"Nadda,Dhaka",3,3,1200,23
"Cantonment,Dhaka",3,3,1250,22
"Mastertek,Cantonment,Dhaka",3,3,1250,13
"Rajabazar,Tejgaon,Dhaka",3,2,1300,28
"Rajabazar,Tejgaon,Dhaka",3,2,1300,28
"MiddlePaikpara,Mirpur,Dhaka",2,2,800,13.5
"BlockA,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",4,3,1500,20
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,650,13
"Gulshan2,Gulshan,Dhaka",3,3,2200,70
"Bashabo,Dhaka",3,2,800,15
"SenparaParbata,Section10,Mirpur,Dhaka",3,2,950,20
"Maghbazar,Dhaka",3,3,1570,25
"Shantinagar,Dhaka",2,2,700,21
"Cantonment,Dhaka",3,2,1000,14
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,650,12.5
"Dhanmondi,Dhaka",2,2,1400,28
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,16
"Shahjahanpur,Dhaka",2,2,700,20
"Rajarbagh,Motijheel,Dhaka",2,2,700,21
"SouthBishil,Section1,Mirpur,Dhaka",3,3,1200,19
"BlockC,MansurabadHousingSociety,Adabor,Dhaka",2,2,850,15
"AliAndNurRealEstate,Mohammadpur,Dhaka",2,2,800,20
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12
"NorthShahjahanpur,Dhaka",1,1,450,12
"Shahjahanpur,Dhaka",2,2,700,18
"Shahjahanpur,Dhaka",3,3,1450,34
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,800,16
"Shantibag,Malibagh,Dhaka",3,3,1200,25
"Tejgaon,Dhaka",4,4,2150,50
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,800,14
"Rajarbag,Bashabo,Dhaka",3,3,1100,15
"Kadamtala,Bashabo,Dhaka",2,2,700,13.5
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,14
"Sector13,Uttara,Dhaka",3,4,2500,60
"BlockE,Banasree,Dhaka",2,1,850,10
"Moushair,DakshinKhan,Dhaka",3,2,1150,14
"Khilgaon,Dhaka",2,2,800,15.5
"Lalmatia,Dhaka",2,2,800,20
"Shyamoli,Dhaka",2,2,720,15
"Mohammadpur,Dhaka",2,2,700,13.5
"Mohammadpur,Dhaka",3,3,1050,28
"BlockF,azizMoholla,Mohammadpur,Dhaka",2,2,720,14
"Tilpapara,Khilgaon,Dhaka",2,1,600,12
"Tilpapara,Khilgaon,Dhaka",1,1,500,10
"Mirpur,Dhaka",2,3,1050,12
"Katashur,Mohammadpur,Dhaka",2,2,800,16
"DakshinKhan,Dhaka",2,2,700,11
"BlockA,Niketan,Dhaka",3,3,1250,30
"SouthGoran,Goran,Khilgaon,Dhaka",3,2,950,15
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"Gulbag,Malibagh,Dhaka",2,2,700,18
"TajmahalRoad,Mohammadpur,Dhaka",3,3,1600,30
"Shyamoli,Dhaka",3,3,1200,22
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,10
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,10
"Bashabo,Dhaka",3,2,800,15
"BlockE,BashundharaR-A,Dhaka",3,3,1330,28
"BlockA,Section12,Mirpur,Dhaka",3,3,1200,30
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1360,18
"Shantibag,Malibagh,Dhaka",2,2,800,18
"PorodDiea,Satarkul,UttarBadda,Badda,Dhaka",2,2,700,10
"Shantinagar,Dhaka",4,4,1620,35
"BlockG,BashundharaR-A,Dhaka",3,4,1800,24
"Lalbagh,Dhaka",3,3,1450,30
"Manikdi,Cantonment,Dhaka",3,3,1100,15
"BlockB,FutureTown,Bochila,Mohammadpur,Dhaka",3,2,1050,12
"Hazaribag,Dhaka",2,2,800,14
"Shahjahanpur,Dhaka",2,2,700,21
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,720,13
"Kalachandpur,Dhaka",2,2,750,14
"Avenue2,Section11,Mirpur,Dhaka",2,2,650,10
"EasternPallabi,Pallabi,Mirpur,Dhaka",3,3,1200,18
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",2,2,720,13
"Shahjahanpur,Dhaka",2,1,600,16
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,800,11.5
"Sector10,Uttara,Dhaka",2,2,1050,20
"Shantinagar,Dhaka",3,3,1200,33
"Shantinagar,Dhaka",3,3,1200,30
"Rampura,Dhaka",3,3,1370,20
"Baridhara,Dhaka",4,4,3200,1.65
"Shantinagar,Dhaka",3,3,1300,32
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,2,1150,16.5
"Sector9,Uttara,Dhaka",4,4,2120,60
"Sector13,Uttara,Dhaka",3,2,950,20
"Mirpur,Dhaka",3,3,1200,20
"Kathalbagan,Dhaka",3,3,1150,27
"Bashabo,Dhaka",2,2,800,18
"RupnagarR/A,Mirpur,Dhaka",2,2,850,14
"Mohammadpur,Dhaka",2,2,700,13
"Gawair,DakshinKhan,Dhaka",2,2,700,10
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,2,1200,18
"Kallyanpur,Mirpur,Dhaka",2,2,1000,13
"Kallyanpur,Mirpur,Dhaka",2,2,1000,13
"Lalbagh,Dhaka",2,2,700,15
"MiddleBadda,Badda,Dhaka",2,2,800,19
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,1,500,9
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"1stColony,Mirpur,Dhaka",3,3,1200,17
"Section1,Mirpur,Dhaka",2,2,650,12
"BlockD,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,16
"BlockD,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,16
"Shantinagar,Dhaka",3,3,1400,33
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,2,1050,16
"Nadda,Dhaka",3,3,1500,30
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,1,600,9
"BlockF,azizMoholla,Mohammadpur,Dhaka",2,2,650,14
"Mirpur,Dhaka",3,3,1050,12
"Mastertek,Cantonment,Dhaka",3,3,1050,13
"Manikdi,Cantonment,Dhaka",3,3,1250,15
"Sutrapur,Dhaka",4,4,1800,40
"2ndColony,Mirpur,Dhaka",2,2,700,12
"EastMonipur,Mirpur,Dhaka",3,3,1200,19
"Dhanmondi,Dhaka",4,4,2000,50
"Mohammadpur,Dhaka",2,1,650,14
"AbdurRafiqueHousingSociety,Shekhertek,Mohammadpur,Dhaka",2,2,650,12
"Kathalbagan,Dhaka",4,4,1850,40
"AbdurRafiqueHousingSociety,Shekhertek,Mohammadpur,Dhaka",2,2,600,13.5
"2ndColony,Mirpur,Dhaka",2,2,650,11
"Faydabad,DakshinKhan,Dhaka",2,2,700,12
"BlockE,Section12,Mirpur,Dhaka",2,2,650,14
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"RupnagarR/A,Mirpur,Dhaka",3,3,1400,22
"Mohammadpur,Dhaka",2,2,720,14.5
"Mohammadpur,Dhaka",2,2,720,14
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",2,2,650,14
"Mohammadpur,Dhaka",2,2,720,15
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1100,18
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1360,18
"Mohammadpur,Dhaka",2,2,670,16
"Kalachandpur,Dhaka",3,3,1050,19
"Mirpur,Dhaka",2,2,800,15
"Mohammadpur,Dhaka",2,2,720,15
"UttarBadda,Badda,Dhaka",3,2,1250,18
"Shahjahanpur,Dhaka",2,2,700,20
"Shahjahanpur,Dhaka",3,3,1200,32
"BlockD,DhakaUddan,Mohammadpur,Dhaka",2,2,800,10
"BlockF,SouthBanasreeProject,Banasree,Dhaka",2,2,750,12
"Shahjahanpur,Dhaka",2,2,700,15
"Rajarbag,Bashabo,Dhaka",2,2,800,11.5
"Rajarbag,Bashabo,Dhaka",2,2,800,10.5
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,2,900,15
"Sector7,Uttara,Dhaka",3,3,1450,28
"WestNandipara,Khilgaon,Dhaka",3,3,1200,12
"Shahjahanpur,Dhaka",2,2,700,20
"Kadamtala,Bashabo,Dhaka",2,2,800,14
"JoarSahara,Dhaka",2,2,600,12
"Kadamtala,Bashabo,Dhaka",2,2,800,13
"NorthShahjahanpur,Dhaka",2,2,700,20
"Kadamtala,Bashabo,Dhaka",2,2,800,14.5
"Sector3,Uttara,Dhaka",2,2,1300,21
"Shantinagar,Dhaka",3,3,1320,30
"Dhanmondi,Dhaka",3,3,1300,25
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,3,1500,17
"Shantinagar,Dhaka",3,3,1300,35
"Maghbazar,Dhaka",2,1,600,15
"Kallyanpur,Mirpur,Dhaka",2,2,1000,13
"Kallyanpur,Mirpur,Dhaka",2,2,1000,13
"Kallyanpur,Mirpur,Dhaka",3,3,1050,16
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,2,1200,18
"Gawair,DakshinKhan,Dhaka",2,2,700,10
"WestKafrul,Taltola,Agargaon,Dhaka",2,2,700,12
"Farmgate,Tejgaon,Dhaka",3,2,1350,32
"JoarSahara,Dhaka",3,2,1100,21
"Mirpur,Dhaka",2,2,700,12
"Goaltek,DakshinKhan,Dhaka",2,2,720,13
"BlockD,ChandrimaModelTown,Mohammadpur,Dhaka",3,3,1200,15
"Sector10,Uttara,Dhaka",3,2,1450,20
"Kazibari,DakshinKhan,Dhaka",2,2,700,11
"Ibrahimpur,Dhaka",2,2,750,12
"RayerBazaar,Hazaribag,Dhaka",2,2,700,14
"Faydabad,DakshinKhan,Dhaka",2,2,700,11.5
"Sultanganj,RayerBazaar,Hazaribag,Dhaka",3,2,1000,19
"Tikatuli,Sutrapur,Dhaka",3,2,1100,26
"Faydabad,DakshinKhan,Dhaka",2,2,700,12
"Faydabad,DakshinKhan,Dhaka",2,2,700,13
"Faydabad,DakshinKhan,Dhaka",2,2,700,13
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11
"Agargaon,Dhaka",3,3,1200,20
"Section12,Mirpur,Dhaka",3,3,1600,25
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,12
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11
"Tikatuli,Sutrapur,Dhaka",2,2,850,26
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1150,20
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1150,20
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1150,20
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1150,20
"Sector6,Uttara,Dhaka",3,4,1600,30
"Taltola,Agargaon,Dhaka",4,2,1500,22
"JoarSahara,Dhaka",3,3,1300,24
"NorthGoran,Goran,Khilgaon,Dhaka",2,2,650,11
"BlockB,Section12,Mirpur,Dhaka",2,2,750,15
"Namapara,Khilkhet,Dhaka",2,2,650,12
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11
"NabiNagarHousing,Mohammadpur,Dhaka",3,2,1100,14
"Manikdi,Cantonment,Dhaka",3,3,1200,16
"BlockB,Section12,Mirpur,Dhaka",2,2,650,12.5
"Sector4,Uttara,Dhaka",1,1,500,15
"BlockB,AftabNagar,Dhaka",3,3,1480,28
"Badda,Dhaka",1,2,585,14
"Avenue3,MirpurDOHS,Mirpur,Dhaka",2,2,1100,25
"Hazaribag,Dhaka",2,2,600,15
"MirpurDOHS,Mirpur,Dhaka",3,3,2200,40
"BlockA,Section2,Mirpur,Dhaka",2,2,800,16
"Sector7,Uttara,Dhaka",3,3,1450,30
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",2,2,650,14
"EastShewrapara,Mirpur,Dhaka",2,2,600,9
"KhilbariTek,Badda,Dhaka",3,3,1200,18
"Badda,Dhaka",4,5,2500,45
"Baridhara,Dhaka",3,3,2200,1.1
"Kallyanpur,Mirpur,Dhaka",3,3,1200,18
"MiddlePaikpara,Mirpur,Dhaka",2,1,600,10
"Tejkunipara,Tejgaon,Dhaka",3,3,1180,25
"BlockB,KaderabadHousingSociety,Katashur,Mohammadpur,Dhaka",2,2,850,14
"BlockH,BashundharaR-A,Dhaka",1,1,300,12
"Goran,Khilgaon,Dhaka",2,2,700,11
"Kachukhet,Dhaka",2,2,750,13
"Eskaton,Dhaka",3,3,1300,27
"Bashabo,Dhaka",1,1,600,15
"BlockF,DhakaUddan,Mohammadpur,Dhaka",3,2,1050,13
"EastBashabo,Bashabo,Dhaka",3,3,1200,18.5
"ChayabithiEasternHousing,MiddleBashabo,Bashabo,Dhaka",1,1,500,8.5
"Madartek,Bashabo,Dhaka",2,2,700,10
"RupnagarR/A,Mirpur,Dhaka",2,1,450,10
"Kakrail,Dhaka",3,4,2000,50
"Tejgaon,Dhaka",3,3,1080,24
"BlockE,Section12,Mirpur,Dhaka",3,3,1400,28
"Gulshan2,Gulshan,Dhaka",4,4,4800,2.5
"BlockJ,BashundharaR-A,Dhaka",4,4,1600,25
"BlockA,ArambagResidentialArea,Pallabi,Mirpur,Dhaka",2,2,850,13
"Section10,Mirpur,Dhaka",2,2,600,15
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,3,1654,12
"PCCultureHousing,Mohammadpur,Dhaka",3,4,1250,20
"Maghbazar,Dhaka",2,2,850,16
"BlockE,Section12,Mirpur,Dhaka",3,3,800,19
"Maghbazar,Dhaka",2,2,900,20
"BlockC,BashundharaR-A,Dhaka",3,3,1400,30
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,3,1400,23
"Sector7,Uttara,Dhaka",3,3,1250,20
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,2,750,9
"Tilpapara,Khilgaon,Dhaka",2,2,700,15
"Shegunbagicha,Dhaka",4,4,1800,40
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,2,1110,15
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1250,16
"Ibrahimpur,Dhaka",2,2,850,18
"UttarBadda,Badda,Dhaka",3,3,1400,22
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1250,16
"NorthIbrahimpur,Ibrahimpur,Dhaka",3,2,950,18
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1250,16
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,2,1180,17
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,2,1110,15
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1250,16
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,600,9.5
"Mirpur,Dhaka",2,2,750,12
"AhmedNagar,Mirpur,Dhaka",3,3,1370,20
"AhmedNagar,Mirpur,Dhaka",3,3,1260,17
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1200,16
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1260,17
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,3,1200,16
"BlockA,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",2,2,700,12
"Nayatola,Maghbazar,Dhaka",3,2,1300,22
"Wari,Sutrapur,Dhaka",3,3,1400,35
"Zafrabad,Hazaribag,Dhaka",3,2,1000,20
"Pirerbag,Mirpur,Dhaka",3,3,1150,15
"Tejkunipara,Tejgaon,Dhaka",3,3,1450,30
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",3,2,1050,16
"DakkhinPaikpara,Mirpur,Dhaka",1,1,500,8
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",3,2,1050,16
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",3,2,950,15
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",2,2,750,13
"Tikatuli,Sutrapur,Dhaka",3,3,1250,22
"Tikatuli,Sutrapur,Dhaka",3,2,850,20
"BlockC,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,2,1050,14
"NorthPirerbag,Pirerbag,Mirpur,Dhaka",2,2,820,10.5
"Kafrul,Dhaka",1,1,600,9
"Wari,Sutrapur,Dhaka",4,3,2300,30
"DakshinKhan,Dhaka",2,2,600,9
"DakshinKhan,Dhaka",2,2,700,10
"Kazibari,DakshinKhan,Dhaka",2,2,700,12
"Kazibari,DakshinKhan,Dhaka",2,1,500,8
"AbdurRafiqueHousingSociety,Shekhertek,Mohammadpur,Dhaka",2,2,600,11
"ShyamoliHousing(2ndProject),Adabor,Dhaka",2,2,750,15
"SunibirHousingSociety,Adabor,Dhaka",2,2,800,16
"BlockD,Section11,Mirpur,Dhaka",2,2,650,10
"BlockB,Section11,Mirpur,Dhaka",2,2,650,14
"BlockD,Section11,Mirpur,Dhaka",2,2,650,10
"ShyamoliHousing(2ndProject),Adabor,Dhaka",2,2,750,15
"NorthAzampur,DakshinKhan,Dhaka",2,2,700,14
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,800,17
"WestRampura,Rampura,Dhaka",2,1,600,12
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,2,750,13.5
"BlockC,BashundharaR-A,Dhaka",3,4,1400,24
"Mirpur,Dhaka",1,1,450,9
"RupnagarR/A,Mirpur,Dhaka",3,3,1300,18
"Shyamoli,Dhaka",2,2,720,17
"Shyamoli,Dhaka",2,2,720,17
"Mirpur,Dhaka",3,3,1244,16
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",1,1,550,11
"2ndColony,Mirpur,Dhaka",3,2,1100,17
"BlockD,KaderabadHousingSociety,Bosila,Mohammadpur,Dhaka",2,2,800,18.5
"Faydabad,DakshinKhan,Dhaka",2,2,700,12
"Faydabad,DakshinKhan,Dhaka",2,2,1000,13
"Faydabad,DakshinKhan,Dhaka",2,2,700,11
"RayerBazaar,Hazaribag,Dhaka",2,2,700,14
"Faydabad,DakshinKhan,Dhaka",2,2,700,11
"Faydabad,DakshinKhan,Dhaka",2,2,700,10
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1150,20
"RayerBazaar,Hazaribag,Dhaka",2,2,700,14
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",3,3,1150,20
"Vashantek,Cantonment,Dhaka",3,2,1050,13
"BlockI,BashundharaR-A,Dhaka",3,3,1300,21
"Sector13,Uttara,Dhaka",2,2,900,20
"Sector13,Uttara,Dhaka",3,3,1500,25
"BlockG,ArambagResidentialArea,Pallabi,Mirpur,Dhaka",3,2,1200,19
"WestShewrapara,Mirpur,Dhaka",2,2,800,12
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,10
"MerulBadda,Badda,Dhaka",2,2,700,13
"BlockA,DhakaUddan,Mohammadpur,Dhaka",2,2,750,10
"Vashantek,Cantonment,Dhaka",2,2,650,10
"BlockB,ArambagResidentialArea,Pallabi,Mirpur,Dhaka",2,2,650,11
"BlockB,Section12,Mirpur,Dhaka",2,2,650,15.5
"SenparaParbata,Section10,Mirpur,Dhaka",2,2,650,12
"Mohammadpur,Dhaka",2,2,720,15.5
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,800,12
"BlockA,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,12
"UttarBadda,Badda,Dhaka",3,3,1200,18.5
"Section1,Mirpur,Dhaka",2,1,600,10
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11
"Section1,Mirpur,Dhaka",2,2,600,10.5
"JoarSahara,Dhaka",3,3,1400,23
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11
"BlockD,EasternHousing,Pallabi,Mirpur,Dhaka",2,2,650,11
"BlockF,azizMoholla,Mohammadpur,Dhaka",2,2,720,15
"Avenue6,MirpurDOHS,Mirpur,Dhaka",3,3,1200,27
"Avenue11,MirpurDOHS,Mirpur,Dhaka",4,4,2200,40
"MirpurDOHS,Mirpur,Dhaka",3,3,2200,38
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,1,750,14
"Mohammadpur,Dhaka",2,1,650,16
"Bashabo,Dhaka",3,2,800,15
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1175,15
"Jagannathpur,Badda,Dhaka",2,2,700,14
"Jagannathpur,Badda,Dhaka",2,2,750,16
"BlockD,BochilaGardenCity,Bochila,Mohammadpur,Dhaka",4,2,1200,14
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,600,11
"MohammadiaHousingSociety,Mohammadpur,Dhaka",2,2,700,13
"Kadamtala,Bashabo,Dhaka",2,2,800,15
"Kadamtala,Bashabo,Dhaka",2,2,700,13
"Shiddheswari,Dhaka",2,2,1000,25
"WestShewrapara,Mirpur,Dhaka",3,3,1350,17
"Kadamtala,Bashabo,Dhaka",2,2,700,12
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,1,600,9.5
"Kadamtala,Bashabo,Dhaka",2,1,600,10.55
"RingRoad,Shyamoli,Dhaka",3,3,1250,25
"BlockC,Section2,Mirpur,Dhaka",2,2,750,12
"Sector13,Uttara,Dhaka",3,2,900,18
"Kadamtala,Bashabo,Dhaka",2,2,700,13
"Kathalbagan,Dhaka",3,3,2250,40
"Mohammadpur,Dhaka",2,2,650,15
"Shantibag,Malibagh,Dhaka",2,2,800,16
"SenparaParbata,Section10,Mirpur,Dhaka",3,3,1290,22
"Shahbagh,Dhaka",3,3,1754,30
"Maghbazar,Dhaka",2,2,850,19
"Mirpur,Dhaka",3,2,900,15
"Rajarbagh,Motijheel,Dhaka",1,1,600,20
"Ibrahimpur,Dhaka",2,2,750,12
"Avenue8,MirpurDOHS,Mirpur,Dhaka",4,4,2200,35
"BlockC,Section12,Mirpur,Dhaka",2,2,650,10.5
"Sector12,Uttara,Dhaka",2,2,800,18
"MadhyaAjampur,DakshinKhan,Dhaka",2,2,900,12
"BlockD,Section15,Mirpur,Dhaka",3,3,1553,22
"BlockD,Section15,Mirpur,Dhaka",3,3,1553,22
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1500,25
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1500,25
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1500,25
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1500,25
"Manikdi,Cantonment,Dhaka",3,3,1150,12
"Manikdi,Cantonment,Dhaka",3,3,1150,12
"Wari,Sutrapur,Dhaka",3,3,1400,35
"Sector10,Uttara,Dhaka",3,3,1400,20
"Sector10,Uttara,Dhaka",3,3,1400,20
"UttarBadda,Badda,Dhaka",3,3,1300,25
"BlockA,Section13,Mirpur,Dhaka",2,2,750,12
"Taltola,DakshinKhan,Dhaka",3,3,1200,14
"Taltola,DakshinKhan,Dhaka",3,3,1200,14
"Modhubag,BoroMaghbazar,Maghbazar,Dhaka",2,2,800,15
"Nadda,Dhaka",3,3,1200,23
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",3,2,1000,14
"Mirpur,Dhaka",2,2,800,11
"Section1,Mirpur,Dhaka",3,3,1100,16
"Goaltek,Faydabad,DakshinKhan,Dhaka",2,1,500,8
"DakshinKhan,Dhaka",2,2,700,12
"DakshinKhan,Dhaka",2,1,500,9
"SunibirHousingSociety,Adabor,Dhaka",2,2,700,13
"SunibirHousingSociety,Adabor,Dhaka",2,2,800,16
"NorthAzampur,DakshinKhan,Dhaka",2,2,700,14
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,750,16
"Sector1,Uttara,Dhaka",3,3,1500,25
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"Ibrahimpur,Dhaka",2,2,800,13
"BlockB,Section11,Mirpur,Dhaka",2,2,650,10
"WestRampura,Rampura,Dhaka",3,2,1050,18
"Shiddheswari,Dhaka",2,2,1000,26
"DakshinKhan,Dhaka",2,2,700,14
"DakshinKhan,Dhaka",2,2,700,14
"Shyamoli,Dhaka",2,1,600,15.5
"BlockA,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,750,13.9
"Sector13,Uttara,Dhaka",3,3,1500,25
"Sector13,Uttara,Dhaka",2,2,900,22
"Pallabi,Mirpur,Dhaka",3,2,1000,20
"WestShewrapara,Mirpur,Dhaka",3,2,1000,15
"BlockA,Section10,Mirpur,Dhaka",2,2,650,12
"BlockH,SouthBanasreeProject,Banasree,Dhaka",2,2,600,11
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,3,1100,14
"Pallabi,Mirpur,Dhaka",3,3,1785,28
"MiddleBadda,Badda,Dhaka",2,2,700,13
"BlockH,SouthBanasreeProject,Banasree,Dhaka",2,2,700,12.5
"Section1,Mirpur,Dhaka",2,2,800,14
"Faydabad,DakshinKhan,Dhaka",2,2,700,11
"BlockJ,Baridhara,Dhaka",3,3,2000,50
"BlockJ,Baridhara,Dhaka",3,3,2000,50
"Sector13,Uttara,Dhaka",3,4,1650,30
"Mohammadpur,Dhaka",2,2,700,14.5
"BlockB,DhakaUddan,Mohammadpur,Dhaka",2,2,800,14
"Pirerbag,Mirpur,Dhaka",3,2,1100,15
"Mohammadpur,Dhaka",2,2,650,16
"BlockE,Lalmatia,Dhaka",2,1,650,16
"Eskaton,Dhaka",3,3,1560,36
"DakshinKhan,Dhaka",2,2,700,11
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",3,2,950,14
"DakshinKhan,Dhaka",3,2,900,14
"Lalmatia,Dhaka",2,2,700,16
"BlockB,Sayednagar,EastVatara,Vatara,Badda,Dhaka",2,1,700,11.5
"DakshinKhan,Dhaka",2,2,700,11
"Lalmatia,Dhaka",2,2,700,20
"azizMoholla,Mohammadpur,Dhaka",2,2,720,14
"BlockA,NobodoyHousingSociety,Mohammadpur,Dhaka",3,3,1100,20
"BlockC,MansurabadHousingSociety,Adabor,Dhaka",2,2,800,15
"MiddlePirerbag,Pirerbag,Mirpur,Dhaka",2,2,600,10.5
"BlockA,BashundharaR-A,Dhaka",3,3,1800,35
"BlockM,SouthBanasreeProject,Banasree,Dhaka",3,2,1000,15
"BlockM,SouthBanasreeProject,Banasree,Dhaka",3,2,1000,15
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,700,15
"BlockM,SouthBanasreeProject,Banasree,Dhaka",3,2,1000,15
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,650,16
"Sector6,Uttara,Dhaka",3,3,1050,23
"BlockB,Pallabi,Mirpur,Dhaka",2,2,850,15
