location,bedrooms,bath,size,price
"BlockB,Section1,Mirpur,Dhaka",2,2,675,15
"BaridharaDOHS,Dhaka",3,3,1350,35
"Mastertek,Cantonment,Dhaka",3,3,1250,13
"Mastertek,Cantonment,Dhaka",3,3,1250,13
"Manikdi,Cantonment,Dhaka",3,2,950,12
"Section1,Mirpur,Dhaka",2,2,700,11
"Sector13,Uttara,Dhaka",3,3,1300,24
"JoarSahara,Dhaka",3,2,1150,21
"JoarSahara,Dhaka",3,2,1100,21
"Sector3,Uttara,Dhaka",3,3,1400,26
"Mohammadpur,Dhaka",2,2,700,15
"Sector10,Uttara,Dhaka",3,3,1500,25
"Sector10,Uttara,Dhaka",3,3,1500,25
"Shiddheswari,Dhaka",3,3,1350,32
"Tejkunipara,Tejgaon,Dhaka",3,4,1800,42
"JoarSahara,Dhaka",3,2,2200,21
"BlockA,DhakaUddan,Mohammadpur,Dhaka",2,2,750,12
"Moushair,DakshinKhan,Dhaka",2,1,500,8
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"Moushair,DakshinKhan,Dhaka",3,2,1000,16
"Moushair,DakshinKhan,Dhaka",3,3,1100,16
"AhmedNagar,Mirpur,Dhaka",3,3,1500,16
"Section10,Mirpur,Dhaka",3,3,1175,17
"Shyamoli,Dhaka",3,2,1000,19
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1150,18
"Kathalbagan,Dhaka",3,2,1500,26
"Manikdi,Cantonment,Dhaka",2,1,500,10
"Katashur,Mohammadpur,Dhaka",3,2,1050,21
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12
"Manikdi,Cantonment,Dhaka",3,2,950,11
"Manikdi,Cantonment,Dhaka",3,3,1200,13
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"Manikdi,Cantonment,Dhaka",3,3,1200,13
"Moushair,DakshinKhan,Dhaka",2,1,500,8
"Katashur,Mohammadpur,Dhaka",1,1,400,10
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12.5
"Section10,Mirpur,Dhaka",3,2,1050,16
"Moushair,DakshinKhan,Dhaka",2,2,700,10.5
"Mohammadpur,Dhaka",3,3,1200,26
"BlockE,Section12,Mirpur,Dhaka",2,2,650,14
"BlockC,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,2,1050,14
"WestVatara,Vatara,Badda,Dhaka",2,2,750,15
"SouthBishil,Section1,Mirpur,Dhaka",2,2,800,15
"EastKazipara,Mirpur,Dhaka",1,1,500,9
"Avenue6,MirpurDOHS,Mirpur,Dhaka",2,2,1100,24
"WestVatara,Vatara,Badda,Dhaka",2,1,700,12
"Hazipara,DakshinKhan,Dhaka",2,2,700,9
"WestVatara,Vatara,Badda,Dhaka",2,2,800,15
"Rajabazar,Tejgaon,Dhaka",3,2,1300,26
"TajmahalRoad,Mohammadpur,Dhaka",2,2,800,20
"Sector11,Uttara,Dhaka",3,2,1000,16
"Gawair,DakshinKhan,Dhaka",2,2,700,10
"WestVatara,Vatara,Badda,Dhaka",2,2,750,16
"Avenue5,BlockC,Section11,Mirpur,Dhaka",3,2,850,14
"Mohammadpur,Dhaka",2,2,750,18
"Hazipara,DakshinKhan,Dhaka",2,2,700,9
"WestVatara,Vatara,Badda,Dhaka",2,2,750,13
"Kalabagan,Dhaka",3,3,1100,30
"Section10,Mirpur,Dhaka",2,2,600,12
"Badda,Dhaka",2,2,750,18
"Mirpur,Dhaka",3,2,1050,17
"Hatirpool,Dhaka",3,3,1400,30
"Avenue3,MirpurDOHS,Mirpur,Dhaka",3,3,2200,35
"BlockC,ChandrimaModelTown,Mohammadpur,Dhaka",3,2,1020,10
"Faydabad,DakshinKhan,Dhaka",3,3,1200,14
"Jagannathpur,Badda,Dhaka",2,1,600,10.5
"Avenue3,BlockB,Section11,Mirpur,Dhaka",2,2,650,10.5
"Avenue3,MirpurDOHS,Mirpur,Dhaka",4,4,2200,44
"Mohammadpur,Dhaka",2,2,700,15
"BlockB,Section2,Mirpur,Dhaka",3,3,1100,23
"Eskaton,Dhaka",2,2,700,22
"Eskaton,Dhaka",1,1,500,16
"Dhanmondi,Dhaka",3,4,1700,32
"PCCultureHousingSociety,Shyamoli,Dhaka",2,2,800,17
"Sector3,Uttara,Dhaka",3,3,1850,30
"BlockG,BashundharaR-A,Dhaka",3,3,1500,23
"Nayatola,Maghbazar,Dhaka",2,2,950,18
"Mirpur,Dhaka",2,2,800,11
"Gulshan2,Gulshan,Dhaka",3,3,2600,1.2
"Shahjahanpur,Dhaka",2,2,700,18
"Shiddheswari,Dhaka",3,3,1580,37
"SenparaParbata,Section10,Mirpur,Dhaka",2,1,600,12
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",3,3,1500,26.5
"WestDhanmondiandShangkar,Dhanmondi,Dhaka",2,2,900,16
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,750,14
"JahuriMoholla,Mohammadpur,Dhaka",2,2,720,14.5
"Monipuripara,Tejgaon,Dhaka",3,3,1650,32
"UttarBadda,Badda,Dhaka",3,4,1650,25
"Shyamoli,Dhaka",2,2,800,17
"Tilpapara,Khilgaon,Dhaka",2,2,700,14.5
"Section1,Mirpur,Dhaka",3,3,1100,17
"RupnagarR/A,Mirpur,Dhaka",2,2,650,10
"WestShewrapara,Mirpur,Dhaka",3,2,950,15
"Shyamoli,Dhaka",2,2,720,16
"RupnagarR/A,Mirpur,Dhaka",2,2,650,9
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"Badda,Dhaka",2,2,750,17
"Gulshan1,Gulshan,Dhaka",4,4,3500,1.2
"1stColony,Mirpur,Dhaka",2,2,650,11
"Motijheel,Dhaka",3,3,1400,35
"MiddlePaikpara,Mirpur,Dhaka",3,2,800,13
"Kachukhet,Dhaka",2,1,650,10
"RupnagarR/A,Mirpur,Dhaka",2,2,650,15
"RupnagarR/A,Mirpur,Dhaka",2,2,650,14
"JanataHousing,ShahAliBag,Section1,Mirpur,Dhaka",2,2,700,14
"JanataHousing,ShahAliBag,Section1,Mirpur,Dhaka",2,2,700,14
"JanataHousing,ShahAliBag,Section1,Mirpur,Dhaka",2,2,700,14
"JanataHousing,ShahAliBag,Section1,Mirpur,Dhaka",2,2,700,13
"JanataHousing,ShahAliBag,Section1,Mirpur,Dhaka",2,2,700,13
"RoadNo10,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"TajmahalRoad,Mohammadpur,Dhaka",3,3,1050,25
"BlockA,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1400,15
"RoadNo10,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"BlockB,Section1,Mirpur,Dhaka",2,2,675,15
"Gandaria,Sutrapur,Dhaka",3,2,850,16
"Section1,Mirpur,Dhaka",2,1,500,10
"Shyamoli,Dhaka",2,2,800,19.5
"Shyamoli,Dhaka",3,3,1200,25
"BaridharaDOHS,Dhaka",3,3,1300,35
"Tilpapara,Khilgaon,Dhaka",3,2,900,30
"BaridharaDOHS,Dhaka",3,3,1350,35
"Katashur,Mohammadpur,Dhaka",2,2,1000,18
"Farmgate,Tejgaon,Dhaka",3,3,1450,31
"1stColony,Mirpur,Dhaka",2,2,600,12
"1stColony,Mirpur,Dhaka",3,2,1000,15
"BlockB,NobodoyHousingSociety,Mohammadpur,Dhaka",2,2,725,13
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,2,900,15
"Kalachandpur,Dhaka",3,3,1100,20
"Monipuripara,Tejgaon,Dhaka",3,3,1450,30
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"BlockD,Section12,Mirpur,Dhaka",2,2,650,12.5
"Moushair,DakshinKhan,Dhaka",3,2,1000,15
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,9
"Section1,Mirpur,Dhaka",3,2,1150,15
"BlockD,Section12,Mirpur,Dhaka",2,2,650,13
"BlockD,Section12,Mirpur,Dhaka",2,2,650,13.5
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,11
"Avenue5,BlockC,Section11,Mirpur,Dhaka",2,2,650,12
"Section2,Mirpur,Dhaka",3,2,1180,20
"Section2,Mirpur,Dhaka",3,2,1180,20
"Azimpur,Lalbagh,Dhaka",2,2,700,14
"Section2,Mirpur,Dhaka",3,2,1180,20
"Section2,Mirpur,Dhaka",3,2,1180,20
"EastKhilbariTek,KhilbariTek,Badda,Dhaka",2,2,600,11
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1150,18
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1150,18
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1150,18
"ShardarBari,DakshinKhan,Dhaka",2,2,700,8
"ShyamoliHousing,Shekhertek,Mohammadpur,Dhaka",3,3,1150,16
"Section1,Mirpur,Dhaka",3,3,1200,18
"Avenue1,MirpurDOHS,Mirpur,Dhaka",2,2,1100,26
"RupnagarR/A,Mirpur,Dhaka",3,2,1200,18
"Manikdi,Cantonment,Dhaka",3,2,950,12
"Lalmatia,Dhaka",4,4,2200,60
"Mirpur,Dhaka",4,4,1500,21
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",3,3,1200,14
"Dhanmondi,Dhaka",2,2,850,22
"BaitulAmanHousingSociety,Adabor,Dhaka",3,2,1000,22
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",4,4,1600,22
"BlockB,BochilaCityDevelopersLtd,Bochila,Mohammadpur,Dhaka",4,4,1600,22
"Shyamoli,Dhaka",2,2,720,14.5
"BlockA,SatMasjidHousing,Mohammadpur,Dhaka",2,2,800,12
"MohammadiaHousingSociety,Mohammadpur,Dhaka",2,2,1100,22
"Vatara,Badda,Dhaka",2,2,750,16
"Avenue1,MirpurDOHS,Mirpur,Dhaka",3,3,2200,34
"BlockJ,Baridhara,Dhaka",3,3,1350,60
"Nawabgonj,Lalbagh,Dhaka",2,1,600,12
"KadamtalaRoad,Kadamtala,Bashabo,Dhaka",3,3,1000,21
"UttarBadda,Badda,Dhaka",2,2,700,13
"EastAzampur,DakshinKhan,Dhaka",2,2,700,11
"Sector10,Uttara,Dhaka",3,3,1400,20
"SenparaParbata,Section10,Mirpur,Dhaka",3,2,900,14
"BlockC,BashundharaR-A,Dhaka",4,6,7000,1.5
"DakkhinPaikpara,Mirpur,Dhaka",3,3,1200,16
"Banani,Dhaka",4,4,2515,1
"Maghbazar,Dhaka",3,3,1570,30
"Baridhara,Dhaka",3,3,2200,1.1
"BlockC,Section12,Mirpur,Dhaka",2,2,700,11
"Mirpur,Dhaka",2,2,550,10.5
"Mohakhali,Dhaka",2,2,800,19
"BochilaGardenCity,Bochila,Mohammadpur,Dhaka",3,3,1050,10
"Sector1,BlockE,AftabNagar,Dhaka",3,3,1500,25
"KaderabadHousingSociety,Katashur,Mohammadpur,Dhaka",2,2,800,14.5
"BlockA,MetroHousing,Bochila,Mohammadpur,Dhaka",2,2,700,11
"BlockA,MetroHousing,Bochila,Mohammadpur,Dhaka",3,2,1000,10.5
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12.5
"Mohakhali,Dhaka",2,1,650,15
"Azimpur,Lalbagh,Dhaka",2,2,700,19
"WestKalachandpur,Kalachandpur,Dhaka",3,2,1000,16
"Kalachandpur,Dhaka",2,2,850,13
"BlockE,Section12,Mirpur,Dhaka",2,2,650,12.5
"BlockTA,Section12,Mirpur,Dhaka",2,2,650,13
"Avenue7,MirpurDOHS,Mirpur,Dhaka",3,3,1450,28
"NorthShahjahanpur,Dhaka",1,1,350,12
"Khilgaon,Dhaka",2,2,1000,18
"Ward23,Chowdhuripara,Khilgaon,Dhaka",2,2,760,13
"Sector7,Uttara,Dhaka",3,3,1800,30
"Sector10,Uttara,Dhaka",3,3,1400,20
"NorthShahjahanpur,Dhaka",3,3,1080,23
"Abdullahbag,UttarBadda,Badda,Dhaka",2,2,600,13
"Section10,Mirpur,Dhaka",3,3,1200,17
"WestKafrul,Taltola,Agargaon,Dhaka",2,2,700,13
"Kallyanpur,Mirpur,Dhaka",3,3,1370,17
"UttarBadda,Badda,Dhaka",2,2,700,14
"BlockB,Section6,Mirpur,Dhaka",2,2,650,13
"Kallyanpur,Mirpur,Dhaka",3,2,1150,16
"Sector11,Uttara,Dhaka",3,4,1600,30
"BlockA,Section10,Mirpur,Dhaka",2,2,650,12
"BlockD,Section10,Mirpur,Dhaka",3,2,850,13
"Section1,Mirpur,Dhaka",2,2,700,11
"Mirpur,Dhaka",2,2,700,12.5
"RupnagarR/A,Mirpur,Dhaka",3,3,1350,13.5
"Sector10,Uttara,Dhaka",3,4,2000,25.5
"Section1,Mirpur,Dhaka",2,2,700,13
"BlockA,BashundharaR-A,Dhaka",3,2,1400,25
"ComfortHousing,Adabor,Dhaka",2,2,800,16
"SouthGoran,Goran,Khilgaon,Dhaka",3,2,750,16.5
"Sector9,Uttara,Dhaka",3,4,1500,35
"Aainusbag,DakshinKhan,Dhaka",3,2,1000,11
"RupnagarR/A,Mirpur,Dhaka",2,2,650,10
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"Sector9,Uttara,Dhaka",3,4,1500,35
"Aainusbag,DakshinKhan,Dhaka",4,3,1150,14
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"RupnagarR/A,Mirpur,Dhaka",2,2,650,12
"RupnagarR/A,Mirpur,Dhaka",2,2,650,15
"MiddlePaikpara,Mirpur,Dhaka",2,2,900,12.5
"Sector7,Uttara,Dhaka",3,2,950,20
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",2,2,700,14
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Sector1,BlockF,AftabNagar,Dhaka",3,3,1100,17
"Paikpara,AhmedNagar,Mirpur,Dhaka",3,2,850,16
"Tallabag,Hazaribag,Dhaka",2,2,700,16
"BlockA,RajukUttaraApartmentProject,Sector18,Uttara,Dhaka",3,3,1654,15
"Tallabag,Hazaribag,Dhaka",3,2,900,21
"BlockA,Sayednagar,EastVatara,Vatara,Badda,Dhaka",3,2,950,14
"BlockB,BochilaGardenCity,Bochila,Mohammadpur,Dhaka",3,3,1400,15
"BlockE,Section12,Mirpur,Dhaka",2,2,650,15
"BochilaGardenCity,Bochila,Mohammadpur,Dhaka",3,3,1200,14
"Badda,Dhaka",2,2,700,12
"Paikpara,AhmedNagar,Mirpur,Dhaka",1,1,550,9
"Kafrul,Dhaka",2,1,650,12
"Section13,Mirpur,Dhaka",2,2,650,11
"Tilpapara,Khilgaon,Dhaka",2,1,650,10
"BlockD,ArambagResidentialArea,Pallabi,Mirpur,Dhaka",2,2,750,12
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,725,15.5
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,725,16
"Mohammadpur,Dhaka",2,2,720,15.5
"MohammadiHousingLTD.,Mohammadpur,Dhaka",2,2,725,12
"Sector7,Uttara,Dhaka",3,4,1800,38
"Section1,Mirpur,Dhaka",2,2,900,13
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,600,9.8
"Baigertek,Cantonment,Dhaka",2,2,650,10
"DakshinKhan,Dhaka",2,2,700,11
"DakshinKhan,Dhaka",2,2,700,11
"DakshinKhan,Dhaka",2,2,700,11
"Kalachandpur,Dhaka",3,3,1100,20
"Kalachandpur,Dhaka",3,3,1100,20
"MollikaR/A,Section7,Mirpur,Dhaka",3,3,1200,20
"Cantonment,Dhaka",3,3,1200,12
"Kafrul,Dhaka",2,1,650,9
"Barontek,Cantonment,Dhaka",2,2,750,11
"Barontek,Cantonment,Dhaka",3,3,1100,14
"Sector5,Uttara,Dhaka",3,3,1800,25
"JahuriMoholla,Mohammadpur,Dhaka",2,2,650,13
"WestMonipur,Mirpur,Dhaka",3,2,1100,18
"WestMonipur,Mirpur,Dhaka",3,2,950,15
"Lalbagh,Dhaka",2,2,800,16
"Gulshan1,Gulshan,Dhaka",3,3,2500,65
"Manikdi,Cantonment,Dhaka",3,2,850,12
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,1200,25
"Shiddheswari,Dhaka",2,2,1120,27
"1stColony,Mirpur,Dhaka",4,3,1400,20
"Kallyanpur,Mirpur,Dhaka",3,4,1235,16
"Mohammadpur,Dhaka",2,2,750,17.5
"EastMollartek,DakshinKhan,Dhaka",2,1,500,8
"SouthBaridharaResidentialArea,D.I.T.Project,Badda,Dhaka",3,3,1400,24
"Faydabad,EastAzampur,DakshinKhan,Dhaka",2,2,700,9.5
"BlockB,DhakaUddan,Mohammadpur,Dhaka",3,2,1000,13
"BlockD,DhakaUddan,Mohammadpur,Dhaka",2,2,720,11
"RupnagarR/A,Mirpur,Dhaka",3,3,1400,25
"BlockB,Section10,Mirpur,Dhaka",2,2,650,12
"RupnagarR/A,Mirpur,Dhaka",2,2,750,14
"MalibaghChowdhuryPara,Malibagh,Dhaka",2,2,700,15
"MalibaghChowdhuryPara,Malibagh,Dhaka",2,2,700,16
"RupnagarR/A,Mirpur,Dhaka",3,3,1400,25
"RupnagarR/A,Mirpur,Dhaka",3,3,1400,25
"RupnagarR/A,Mirpur,Dhaka",3,3,1400,25
"RupnagarR/A,Mirpur,Dhaka",3,3,1400,25
"Vashantek,Cantonment,Dhaka",3,3,1000,15
"EastShewrapara,Mirpur,Dhaka",2,1,800,8
"BlockJ,SouthBanasreeProject,Banasree,Dhaka",3,4,1527,20
"MalibaghChowdhuryPara,Malibagh,Dhaka",2,2,800,16.5
"ShahAliBag,Section1,Mirpur,Dhaka",3,3,1360,18
"TaliofficeRoad,Hazaribag,Dhaka",2,2,700,13
"Mirpur,Dhaka",2,2,900,14
"RupnagarR/A,Mirpur,Dhaka",2,2,650,13
"Modhubag,BoroMaghbazar,Maghbazar,Dhaka",4,4,1400,25
"NorthJatraBari,JatraBari,Dhaka",2,2,800,12
"Paikpara,Mirpur,Dhaka",3,2,800,13
"Sector14,Uttara,Dhaka",3,2,1000,20
"NorthAzampur,DakshinKhan,Dhaka",2,2,700,12.5
"Section1,Mirpur,Dhaka",2,2,1000,12
"NorthShahjahanpur,Dhaka",2,2,700,20
"NorthShahjahanpur,Dhaka",3,3,1300,28
"BlockA,Section13,Mirpur,Dhaka",2,1,600,11
"Faydabad,DakshinKhan,Dhaka",2,2,750,12
"BlockA,Section10,Mirpur,Dhaka",3,2,1200,25
"NorthShahjahanpur,Dhaka",3,2,1000,25
"NorthShahjahanpur,Dhaka",2,2,750,20
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,900,12
"Mohammadpur,Dhaka",2,2,600,15.5
"NorthShahjahanpur,Dhaka",2,2,800,20
"Sector4,Uttara,Dhaka",6,6,4000,1.5
"Taltola,Khilgaon,Dhaka",3,2,950,15
"BlockD,Section2,Mirpur,Dhaka",3,3,1275,22
"BlockB,MohanagarHousing,WestRampura,Rampura,Dhaka",2,2,1000,18
"Tejgaon,Dhaka",4,4,2150,50
"Mirpur,Dhaka",2,2,650,10.5
"Gulshan1,Gulshan,Dhaka",3,3,1850,50
"Nayatola,Maghbazar,Dhaka",3,2,1150,22
"MiddlePaikpara,Mirpur,Dhaka",3,4,1250,18
"Sector12,Uttara,Dhaka",2,3,1000,16
"SouthBadda,Badda,Dhaka",2,2,870,18
"Sector11,Uttara,Dhaka",2,2,900,17
"Bashabo,Dhaka",2,2,700,15
"UttarBadda,Badda,Dhaka",2,2,700,13
"WestKazipara,Mirpur,Dhaka",2,2,600,9
"WestKazipara,Mirpur,Dhaka",2,2,700,12
"Mohammadpur,Dhaka",2,2,720,15
"Tejgaon,Dhaka",3,3,1550,35
"UttarBadda,Badda,Dhaka",2,2,700,15
"Kachukhet,Dhaka",3,2,950,18
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,900,11.5
"Sector10,Uttara,Dhaka",3,3,1280,20
"RupnagarR/A,Mirpur,Dhaka",2,2,650,14
"ComfortHousing,Adabor,Dhaka",2,2,800,16
"Aainusbag,DakshinKhan,Dhaka",3,2,1000,12
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,800,16
"Sector10,Uttara,Dhaka",1,1,500,12
"Shyamoli,Dhaka",2,2,720,16
"Badda,Dhaka",2,2,700,12
"BlockE,Section12,Mirpur,Dhaka",1,1,350,9.5
"Mohammadpur,Dhaka",2,2,720,16
"Cantonment,Dhaka",3,3,1200,12
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,3,1145,19
"Paikpara,AhmedNagar,Mirpur,Dhaka",1,1,550,9
"MazarRoad,2ndColony,Mirpur,Dhaka",2,2,800,14
"Paikpara,AhmedNagar,Mirpur,Dhaka",2,2,600,9.8
"BlockC,BashundharaR-A,Dhaka",3,4,1550,25
"Kalachandpur,Dhaka",3,3,1100,21
"MollikaR/A,Section7,Mirpur,Dhaka",3,3,1200,20
"Shyamoli,Dhaka",2,2,700,15
"UttarBadda,Badda,Dhaka",2,2,700,13
"DakkhinPaikpara,Mirpur,Dhaka",3,2,1000,15
"KamalSarani,SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1150,16
"DakkhinPaikpara,Mirpur,Dhaka",3,3,1150,20
"KhilbariTek,Badda,Dhaka",3,3,1250,20
"JahuriMoholla,Mohammadpur,Dhaka",2,2,720,16
"Hazaribag,Dhaka",2,2,750,17
"Paikpara,Mirpur,Dhaka",2,2,650,10
"DakshinKhan,Dhaka",2,2,700,10
"DakshinKhan,Dhaka",2,2,700,10
"Shiddheswari,Dhaka",2,2,1000,26
"Shyamoli,Dhaka",2,2,720,14.5
"DakkhinPaikpara,Mirpur,Dhaka",3,3,1200,16
"BlockD,BashundharaR-A,Dhaka",3,4,1900,35
"Ibrahimpur,Dhaka",3,2,900,15
"Maghbazar,Dhaka",3,3,1570,30
"BlockA,Section12,Mirpur,Dhaka",3,4,1400,17
"Section10,Mirpur,Dhaka",2,2,650,14
"Kalachandpur,Dhaka",3,3,1050,19
"KamalSarani,SouthPirerbag,Pirerbag,Mirpur,Dhaka",2,2,800,12
"Section2,Mirpur,Dhaka",2,2,650,12
"Sector10,Uttara,Dhaka",3,3,1671,23
"Barontek,Cantonment,Dhaka",3,3,1100,12
"BlockA,SatMasjidHousing,Mohammadpur,Dhaka",2,3,900,16
"Kalabagan,Dhaka",3,3,1300,30
"BlockB,ChandrimaModelTown,Mohammadpur,Dhaka",3,2,900,11
"BlockB,BochilaWestDhanmondiR/A,Bochila,Mohammadpur,Dhaka",2,2,720,11
"BlockJ,Baridhara,Dhaka",3,3,1500,30
"Sector12,Uttara,Dhaka",3,3,1600,30
"BoshotyHousing,Borobag,Section2,Mirpur,Dhaka",2,2,650,13
"NorthGoran,Goran,Khilgaon,Dhaka",2,2,700,13
"Shantibag,Malibagh,Dhaka",2,1,600,16
"Kalabagan,Dhaka",3,3,1250,23
"DakkhinPaikpara,Paikpara,Mirpur,Dhaka",3,2,1000,13
"Mayakanon,Sabujbag,SouthBashabo,Bashabo,Dhaka",2,1,650,13.5
"Rajarbagh,Motijheel,Dhaka",2,2,700,17
"WestRampura,Rampura,Dhaka",2,2,800,13
"Mirpur,Dhaka",3,2,950,12
"BlockB,Section12,Mirpur,Dhaka",2,2,750,14
"Avenue7,MirpurDOHS,Mirpur,Dhaka",4,5,2200,45
"KadamtalaRoad,Kadamtala,Bashabo,Dhaka",2,2,750,14
"BlockB,Section6,Mirpur,Dhaka",3,2,1200,20
"NorthShahjahanpur,Dhaka",2,1,650,15
"Shantinagar,Dhaka",3,3,1500,32
"Sector11,Uttara,Dhaka",3,2,1100,20
"BlockI,BashundharaR-A,Dhaka",3,2,1301,22
"Ullan,Rampura,Dhaka",3,2,1050,19
"Kallyanpur,Mirpur,Dhaka",1,1,500,8.3
"Agargaon,Dhaka",3,3,1420,20
"MohammadiHousingLTD.,Mohammadpur,Dhaka",3,2,1050,16
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1175,22
"SouthPirerbag,Pirerbag,Mirpur,Dhaka",3,3,1200,22
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,800,16
"BlockA,DhakaUddan,Mohammadpur,Dhaka",3,3,1150,15
"Ashkona,DakshinKhan,Dhaka",2,1,500,8
"Matikata,Cantonment,Dhaka",2,2,650,12
"JoarSahara,Dhaka",3,2,1100,21
"JoarSahara,Dhaka",3,2,1100,21
"Agargaon,Dhaka",3,2,950,17
"Ibrahimpur,Dhaka",2,2,850,13
"Mohammadpur,Dhaka",2,2,720,16
"JahuriMoholla,Mohammadpur,Dhaka",2,2,720,14
"JahuriMoholla,Mohammadpur,Dhaka",2,2,720,14
"BlockE,Lalmatia,Dhaka",2,2,750,23
"DakkhinPaikpara,Mirpur,Dhaka",2,2,750,12
"DakkhinPaikpara,Mirpur,Dhaka",2,1,600,10.5
"Section2,Mirpur,Dhaka",3,3,1350,21
"Mastertek,Cantonment,Dhaka",3,3,1250,13
"Mastertek,Cantonment,Dhaka",3,3,1280,13
"Section10,Mirpur,Dhaka",2,2,650,13
"BlockD,Niketan,Dhaka",3,3,1775,50
"Shyamoli,Dhaka",2,2,700,14
"Avenue1,MirpurDOHS,Mirpur,Dhaka",2,2,1100,24
"Badda,Dhaka",2,2,750,17
"BlockA,ChandrimaModelTown,Mohammadpur,Dhaka",3,3,1100,13
"BashundharaR-A,Dhaka",3,3,1200,17
"Narinda,Sutrapur,Dhaka",2,2,700,16
"Mohammadpur,Dhaka",3,3,1860,70
"Sector3,Uttara,Dhaka",2,2,900,19
"MiddleBadda,Badda,Dhaka",1,1,550,12
"BaitulAmanHousingSociety,Adabor,Dhaka",2,2,800,15
"Shahjahanpur,Dhaka",2,2,700,16
"Mirpur,Dhaka",2,2,800,14
"Shahjahanpur,Dhaka",2,2,700,20
"Hatirpool,Dhaka",3,3,1500,30
"BlockC,DakkhinPaikpara,Paikpara,Mirpur,Dhaka",2,1,600,9.5
"Section10,Mirpur,Dhaka",3,2,1150,20
"MiddleBadda,Badda,Dhaka",3,2,1250,20
"Section2,Mirpur,Dhaka",3,2,900,16
"Shahjahanpur,Dhaka",2,2,700,20
"NorthShahjahanpur,Dhaka",2,2,700,18
"BlockC,Section10,Mirpur,Dhaka",2,2,650,13
"BlockE,Section12,Mirpur,Dhaka",2,2,650,14
"Avenue3,MirpurDOHS,Mirpur,Dhaka",4,4,2200,40
"WestRampura,Rampura,Dhaka",3,2,1050,16
"Tilpapara,Khilgaon,Dhaka",3,2,1100,24
"NorthShahjahanpur,Dhaka",3,3,1200,26
"RupnagarR/A,Mirpur,Dhaka",2,2,650,10
"EastGoran,Goran,Khilgaon,Dhaka",2,2,1050,14
"EastShewrapara,Mirpur,Dhaka",2,1,650,10
"BlockD,Section12,Mirpur,Dhaka",2,2,650,15
"Section10,Mirpur,Dhaka",3,3,1166,17
"DakshinKhan,Dhaka",3,3,1200,18
"RupnagarR/A,Mirpur,Dhaka",2,2,650,14
